"Weird Al" Yankovic
Pinto Colvig
Seth Green
Seth MacFarlane
Seth Meyers
Seth Morris
Shaheed Woods
Shameik Moore
Sid Raymond
Sidney Miller
Simon Prescott
Sinbad
Singin' Sam
Sparky Marcus
Spencer Breslin
Spencer Fox
Spike Brandt and Tony Cervone
Spike Spencer
Stelio Savante
Stephen Anderson
Stephen Colbert
Stephen DeStefano
Stephen Furst
Stephen Hillenburg
Stephen Keener
Stephen Kramer Glickman
Stephen Lang
Stephen Oyoung
Stephen Root
Stephen Russell
Stephen Stanton
Stephen Tobolowsky
Stephen Warbrick
Stephen Yoakam
Sterling Beaumon
Sterling Holloway
Sterling K. Brown
Steve Blum
Steve Bulen
Steve Burns
Steve Burton
Steve Buscemi
Steve Carell
Steve Dildarian
Steve Downes
Steve Guttenberg
Steve Harris
Steve J. Palmer
Steve Kramer
Steve Landesberg
Steve Little
Steve Mackall
Steve Martin
Sydney Walker
Sylvester Stallone
Tom Arnold
Tom Bodett
Tom Bosley
Tom Choi
Tom Everett Scott
Tom Fahn
Tom Gibis
Tom Hanks
Tom Hulce
Tom Kane
Tom Kenny
Tom Leopold
Tom Ligon
Tom Magliozzi
Tom McGrath
Tom Root
Tom Sizemore
Tom Wayland
Tom and Ray Magliozzi
Tomas Milian
Tommy Blacha
Tommy Bond
Tommy Chong
Tommy Cook
Tommy Davidson
Tommy Dewey
Tommy Hinkley
Tommy Lasorda
Tommy Lister Jr.
Tommy Pope
Tone Bell
Tone Loc
Tony Anselmo
Tony Dakota
Charlie Ruggles
Charlie Schlatter
Charlie Sheen
Charlie Van Dyke
Charlton Heston
Chase Ellison
Chaske Spencer
Chazz Palminteri
Cheech Marin
Chevy Chase
Chi McBride
Chick Vennera
Chip Bolcik
Chip Chinery
Chip Zien
Chord Overstreet
Chris Burnett
Chris Cashman
Chris Cason
Chris Colfer
Chris Cooper
Chris Coppola
Chris Cox
Chris D'Elia
Chris Demetral
Chris Edgerly
Chris Elliott
Chris Evans
Chris Forbis
Chris Gifford
Chris Hardwick
Chris Hutchison
Chris Jones
Chris Kellogg
Chris Kirkpatrick
Chris M. Allport
Chris Marquette
Chris Messina
Chris Metzen
Chris Miller
Chris Mulkey
Chris Niosi
Chris Orbach
Chris Parnell
Chris Parson
Chris Patton
Chris Phillips
Chris Pine
Chris Pratt
Chris Rager
Chris Redd
Chris Rock
Chris Sanders
Chris Sarandon
Chris Sheridan
Chris Sullivan
Chris Williams
Chris Williams
Chris Young
Christian Bale
Christian Borle
Christian Danley
Christian Erickson
Christian Rub
Christian Slater
Christopher Abbott
Christopher Atkins
Christopher Ayres
Christopher Bevins
Christopher Castile
Christopher Cerf
Christopher Collet
Christopher Collins
Christopher Corey Smith
Christopher Daniel Barnes
Christopher Fitzgerald
Christopher Gorham
Christopher Jackson
Christopher Judge
Christopher Knight
Christopher Lloyd
Christopher Massey
Christopher McCulloch
Christopher McDonald
Christopher Meloni
Christopher Mintz-Plasse
Christopher Ragland
Christopher Randolph
Christopher Reid
Christopher Sabat
Christopher Walken
Christy Karacas
Chuck Huber
Chuck McCann
Chuck McKibben
Chuck Riley
Clancy Brown
Clarence Nash
Clarence Williams III
Clark Duke
Clark Gregg
Claude Kirchner
Cliff Carpenter
Cliff Edwards
Cliff Harrington
Cliff Norton
Clifford Chapin
Clifton Collins Jr.
Clifton Powell
Clint Bickham
Clint Ford
Clint Howard
Clyde Kusatsu
Cyrus Arnold
D. B. Sweeney
D. C. Douglas
D. L. Hughley
Dabney Coleman
Daisuke Tsuji
Dakin Matthews
Dale D. Kelly
Dale Dye
Dallas McKennon
Dalton E. Gray
Daman Mills
Damion Poitier
Damon Wayans
Damon Wayans Jr.
Dan Avidan
Dan Aykroyd
Dan Bakkedahl
Dan Castellaneta
Dan Fogler
Dan Gerson
Dan Gilvezan
Dan Green
Dan Grimaldi
Dan Harmon
Dan Hicks
Dan Kuenster
Dan Lorge
Dan Milano
Dan Mintz
Dan Povenmire
Dan Woren
Dana Snyder
Dandrell Scott
Dane Boedigheimer
Dane Cook
Daniel Dae Kim
Daniel Hagen
Daniel Henney
Daniel Ross
Daniel Stern
Daniel Tay
Daniel Tosh
Danny Aiello
Danny Bonaduce
Danny Bravo
Danny Burstein
Danny Cooksey
Danny Dark
Danny DeVito
Danny Elfman
Danny Glover
Danny Goldman
Danny Huston
Danny Jacobs
Danny Lee Clark
Danny Masterson
Danny Mastrogiorgio
Danny McBride
Danny Nucci
Danny Pino
Danny Pudi
Danny Smith
Danny Strong
Danny Tamberelli
Danny Trejo
Danny Webb
Dante Basco
Dar Dash
Daran Norris
Darin De Paul
Darius McCrary
Darrel Guilbeau
Darren Barnet
Darren Criss
Darryl Hickman
Darryl Kurylo
Darwin Joston
Daryl Sabara
Dave Attell
Dave B. Mitchell
Dave Barry
Dave Boat
Dave Bonawits
Dave Chappelle
Dave Coulier
Dave Fennoy
Dave Gilbert
Dave Goelz
Dave Madden
Dave Mallow
Dave VanDam
Dave Wasson
Dave Willis
Dave Willock
Dave Wittenberg
Daveed Diggs
David A. Goodman
David Ackroyd
David Acord
David Alan Grier
David Anthony Pizzuto
David Aron Damane
David Bedella
David Boreanaz
David Brimmer
David Carradine
David Coburn
David Cromer
David Cross
David DeLuise
David Doyle
David Eigenberg
David Faustino
David Feiss
David Gallagher
David Gasman
David Greenlee
David H. Lawrence XVII
David Hayter
David Healy
David Herman
David Holliday
David Holt
David Hornsby
David Hyde Pierce
David Juskow
David Kaufman
David Koechner
David Lander
David Landsberg
David Leisure
David Letterman
David Lodge
David Lynch
David Matranga
David Mazouz
David Mendenhall
David Menkin
David Moo
David Ogden Stiers
David Paymer
David Pittu
David Povall
David Proval
David Rudman
David Ruprecht
David Schwimmer
David Spade
David Stenstrom
David Vincent
David Wain
David Wald
David Warshofsky
David Wills
David Zen Mansley
Daws Butler
Dax Shepard
Dayton Allen
Dean Edwards
Dean Jones
Dean Scofield
Dean Wendt
Dex Manley
Dick Beals
Dick Dudley
Dick Gautier
Dick Jones
Dick Miller
Dick Orkin
Dick Tufeld
Dick Van Dyke
Diedrich Bader
Diggy Simmons
Dimitri Diatchenko
Dink Trout
Dino Andrade
Dino Stamatopoulos
Dustin Hoffman
Dwayne Johnson
Dweezil Zappa
Dwight Schultz
Dylan Bruno
Dylan Minnette
Earl Boen
Earl Hammond
Earl Holliman
Earl Pastko
Earle Hyman
Earthquake
Ebon Moss-Bachrach
Ed Asner
Ed Begley Jr.
Ed Bishop
Ed Boon
Ed Gilbert
Ed Harris
Ed Helms
Ed Kalegi
Ed O'Neill
Ed O'Ross
Ed Skudder
Ed Subitzky
Ed Trotta
Ed Wynn
Edan Gross
Eddie "Rochester" Anderson
Eddie Albert
Eddie Barth
Eddie Bracken
Eddie Collins
Eddie Deezen
Eddie Frierson
Eddie Gossling
Eddie Kaye Thomas
Eddie Korbich
Eddie Murphy
Eddie Shin
Edward Albert
Edward Brophy
Edward Everett Horton
Edward Herrmann
Edward Hibbert
Edward James Olmos
Edward Mannix
Edward Norton
Edward Winter
Edwin Neal
Efrem Zimbalist Jr.
Ernie Anderson
Ernie Hudson
Ernie Newton
Ernie Sabella
Ethan Erickson
Ethan Hawke
Ethan Rains
Ethan Suplee
Eugene Lee Yang
Eugene Mirman
Evan Farmer
Everett Sloane
Ezra Weisz
Fabio Lanzoni
Fabrice Ziolkowski
Faizon Love
Fisher Stevens
Flea
Floyd Buckley
Huell Howser
Hugh Davidson
Hugh Studebaker
Hulk Hogan
Hunter Gomez
Jack Angel
Jack Black
Jack Blessing
Jack Burns
Jack Carr
Jack Conley
Jack Curtis
Jack DeSena
Jack Dylan Grazer
Jack Fletcher
Jack Grimes
Jack J. Yang
Jack Jones
Jack Kilmer
Jack MacBryde
Jack Mather
Jack McBrayer
Jack Mercer
Jack Ong
Jack Plotnick
Jack Quaid
Jack Riley
Jack Sheldon
Jackie Earle Haley
Jackie Vernon
Jacksfilms
Jackson Beck
Jackson Brundage
Jackson Weaver
Jacob Bertrand
Jacob Hopkins
Jacob Vargas
Jak Knight
Jake Gyllenhaal
Jake Johnson
Jake Lloyd
Jake Paque
Jake T. Austin
Jaleel White
James Adomian
James Arnold Taylor
James Arrington
James Austin Johnson
James Avery
James Baskett
James Best
James C. Mathis III
James Caan
James Carter Cathcart
James Coburn
James Cromwell
James Earl Jones
James Gammon
James Gandolfini
James Harper
James Haven
James Hong
James Horan
James Keane
James Kyson
Jansen Panettiere
Jared Emerson-Johnson
Jared Padalecki
Jared S. Gilmore
Jascha Washington
Jason Alexander
Jason Bateman
Jason Beghe
Jason Bernard
Jason Biggs
Jason C. Miller
Jason Court
Jason David Frank
Jason Davis
Jason Douglas
Jason Faunt
Jason Gray-Stanford
Jason Griffith
Jason Harris Katz
Jason Hatfield
Jason Hervey
Jason J. Lewis
Jason Jones
Jason Lee
Jason Liebrecht
Jason Mantzoukas
Jason Marsden
Jason Momoa
Jason Narvy
Jason Priestley
Jason Ritter
Jason Robards
Jason Saldaña
Jason Schwartzman
Jason Scott Lee
Jason Spevack
Jason Spisak
Jason Stanford
Jason Sudeikis
Jason Willinger
Jason Wingreen
Jason Zumwalt
Jaxon Lee
Jay Chandrasekhar
Jay Duplass
Jay Goede
Jay Hernandez
Jay Hickman
Jay Jennings
Jay Johnston
Jay Leno
Jay Mohr
Jay North
Jay Pharoah
Jay Tavare
Jeremy Inman
Jeremy Piven
Jeremy Rowley
Jeremy Schoenberg
Jeremy Shada
Jeremy Sisto
Jeremy Suarez
Jerry Colonna
Jerry Damon
Jerry Dexter
Jerry Doyle
Jerry Gelb
Jerry Hausner
Jerry Houser
Jerry Jewell
Jerry Lambert
Jerry Minor
Jerry Nelson
Jerry O'Connell
Jerry Orbach
Jerry Seinfeld
Jerry Stiller
Jerry Tondo
Jerry Trainor
Jess Harnell
Jess Winfield
Jesse Borrego
Jesse Burch
Jesse Corti
Jesse Eisenberg
Jesse L. Martin
Jesse McCartney
Jesse White
Jet Jurgensmeyer
Jilon VanOver
Jim Backus
Jim Belushi
Jim Boyd
Jim Byrnes
Jim Carrey
Jim Conroy
Jim Cummings
Jim Doughan
Jim Florentine
Jim French
Jim Hanks
Jim Henson
Jim J. Bullock
Jim Jordan
Jim MacGeorge
Jim McKrell
Jim Meskimen
Jim Norton
Jim Parsons
Jim Pirri
Jim Rash
Jim Varney
Jim Ward
Jim Wise
Jimmi Simpson
Jimmy Durante
Jimmy Fallon
Jimmy Keegan
Jimmy Kimmel
Jimmy MacDonald
Jimmy Ray Bennett
Jimmy Smits
Jimmy Tatro
Jimmy Weldon
Jinkx Monsoon
JoBe Cerny
Joaquin Phoenix
Joe Alaskey
Joe Besser
Joe Bevilacqua
Joe Cappelletti
Joe Cipriano
Joe DeRita
Joe Dougherty
Joe E. Ross
Joe Flaherty
Joe Flynn
Joe Frank
Joe Jonas
Joe Lala
Joe Lo Truglio
Joe Mantegna
Joe Murray
Joe Namath
Joe Ochman
Joe Pantoliano
Joe Piscopo
Joe Ranft
Joe Romersa
Joe Whyte
Joel Crawford
Joel Grey
Joel Heyman
Joel McDonald
Joel McHale
Joel Michaely
Joel Murray
Keegan-Michael Key
Keenan Wynn
Keene Curtis
Keir O'Donnell
Keith Andes
Keith Burgess
Keith Carradine
Keith Coogan
Keith Crofford
Keith David
Keith Diamond
Keith Ferguson
Keith Silverstein
Keith Szarabajka
Kel Mitchell
Kellen Goff
Kelly Asbury
Kelly Ward
Kelsey Grammer
Ken Hudson Campbell
Ken Jenkins
Ken Jeong
Ken Lobb
Ken Merckx
Ken Nordine
Ken Page
Ken Richters
Ken Sansom
Kenan Thompson
Kendall Schmidt
Kene Holliday
Kenneth Choi
Kenneth Mars
Kenneth Plume
Kenny Blank
Kenny Delmar
Mills Lane
Milt Jamin
Milton Bagby
Ming Chen
Monty Oum
Morgan Freeman
Raphael Bob-Waksberg
Raphael Sbarge
Ray Benson
Ray Bumatai
Ray Chase
Ray Erlenborn
Ray Goulding
Ray Liotta
Ray Magliozzi
Ray Porter
Ray Romano
Ray Wise
Raymond Ochoa
Raymond S. Persi
Raúl Esparza
Sam Douglas
Sam Edwards
Sam Elliott
Sam Gifaldi
The Greg Wilson
Ty Burrell
Ty Panitz
Tye Sheridan
Tyler James Williams
Tyler Posey
Tyrese Gibson
Tzi Ma
Crispin Freeman
Cuba Gooding Jr.
Curtis Armstrong
Cutter Garcia
Kadeem Hardison
Kai Wulff
Kaiji Tang
LaKeith Stanfield
Lanny Broyles
Larc Spies
Larkin Malloy
Larry Brantley
Larry Cedar
Larry David
Larry Drake
Larry Fine
Larry Harmon
Larry Kenney
Larry Murphy
Larry Riley
Larry Storch
Larry the Cable Guy
Latham Gaines
Lucas Grabeel
Lucas Hedges
Lucas Neff
Lucas Till
Lucien Dodge
Lucky Yates
Ludacris
M'fundo Morrison
M. Emmet Walsh
MC Chris
MC Eiht
Mac McDonald
Macaulay Culkin
Mamoudou Athie
Mandy Patinkin
Manish Dayal
Marty Brill
Marty Grabstein
Marty Ingels
Marty Robinson
Marvin Kaplan
Marvin Miller
Masahiro Chono
Mason Adams
Mason Cook
Owen Wilson
P. J. Byrne
P. S. Mueller
Pablo Schreiber
Sendhil Ramamurthy
Ser'Darius Blain
Skeet Ulrich
Skip Hinnant
Skip Kelly
Skip Stellrecht
Skylar Astin
Skyler Gisondo
Skyler Page
Slash
Slim Pickens
Timothy Adams
Timothy E. Day
Timothy Olyphant
Timothy Simons
Timothy Stack
Timothée Chalamet
Tino Insana
Titus Welliver
Tobey Maguire
Toby Huss
Toby Turner
Todd Barry
Todd Boyce
Todd Haberkorn
Todd Hanson
Todd Susman
Tohoru Masamune
Will.i.am
Will Ferrell
Will Finn
Will Forte
Will Friedle
Will Lyman
Will Ryan
Will Smith
Will Wright
Will Wright
Will Yun Lee
Willem Dafoe
William Baldwin
William Bassett
William Butler
William Callaway
William Conrad
William Daniels
William DeMeo
William DeVizia
William Dufris
William E. Martin
William Edward Phipps
William Fichtner
William Frederick Knight
William Gillette
William Hanna
William Hickey
William Hootkins
William Katt
Wiz Khalifa
Greg Ayres
Greg Baldwin
Greg Berg
Greg Burson
Greg Chun
Greg Cipes
Greg Coolidge
Greg Eagles
Greg Germann
Greg Grunberg
Greg Irwin
Greg Lee
Greg Miller
Greg Proops
Greg Starr
Greg Weisman
Gregg Berger
Gregg Edelman
Gregg Henry
Gregory Alan Williams
Gregory Blair
Gregory Jbara
Gregory Snegoff
Griff Furst
Griffin Burns
Griffin McElroy
Guil Lunde
Guilio Kukurugya
Gus Sorola
Gus Wickie
Hal Douglas
Hal Holbrook
Hal Linden
Hal Lublin
Hal Rayle
Hal Riney
Hal Smith
Hal Sparks
Haley Joel Osment
Hamilton Camp
Hank Azaria
Hank Chen
Hank Garrett
Hank Simms
Holt McCallany
Holter Graham
Hoon Lee
Horatio Sanz
Howard Hesseman
Howard Hoffman
Howard McGillin
Howard McNear
Howard Morris
Howard Reig
Howard Wang
James Marsden
James Marsters
James Maslow
James McCaffrey
James Monroe Iglehart
James Patrick Stuart
James R. Black
James Remar
James Rolfe
James Saito
James Shigeta
James Sie
James Sikking
James Sloyan
James Stewart
James Urbaniak
James Wolk
James Woods
James Yaegashi
Jamie Alcroft
Jamie Farr
Jamie Hector
Jamie Kennedy
Jamie McGonnigal
Jamie Simone
Jamieson Price
Jamil Walker Smith
Jan Leighton
Jan Rabson
Jonathan Fahn
Jonathan Frakes
Jonathan Freeman
Jonathan Groff
Jonathan Harris
Jonathan Joss
Jonathan Katz
Jonathan Kimmel
Jonathan Meza
Jonathan Roumie
Jonathan Sherr
Jonathan Slavin
Jonathan Taylor Thomas
Jonathan Todd Ross
Jonathan Winters
Jonathan Yudis
Jonny Cruz
Jordan Fisher
Jordan Nagai
Jordan Peele
Jorge Garcia
Joseph Ashton
Joseph Campanella
Joseph D. Kucan
Joseph Kearns
Joseph Pilato
Joseph Siravo
Karl Swenson
Katt Williams
Kay E. Kuter
Kip King
Kirby Heyborne
Kirk Baily
Kirk Thornton
Knowl Johnson
Lloyd Floyd
Lloyd Sherr
Mr. Lawrence
Mr. T
Nadji Jeter
Naveen Andrews
Neal McDonough
Rocky Carroll
Roddy McDowall
Rodger Bumpass
Rodger Parsons
Rodney Dangerfield
Rodney Saulsberry
Roger Black
Roger C. Carmel
Roger Clark
Roger Craig Smith
Roger Davis
Roger Kabler
Roger L. Jackson
Roger Rose
Rolf Saxon
Russ Leatherman
Russell Hornsby
Russell Means
Russell Wong
Ryan Dillon
Ryan Drummond
Ryan Forde Iosco
Ryan James
Ryan O'Donohue
Ryan Potter
Ryan Quincy
Ryan Reynolds
Ryan Seacrest
Ryan Stiles
Snoop Dogg
Ted Cassidy
Ted Knight
Ted Lewis
Ted McGinley
Ted Raimi
Ted Williams
Tedd Pierce
Teddy Newton
Thom Adcox-Hernandez
Thom Barry
Thom Beers
Thom Bray
Thomas Dekker
Thomas F. Wilson
Thomas Haden Church
Thomas Hobson
Thomas Jane
Thomas Lennon
Thomas Roy
Usman Ally
Utkarsh Ambudkar
Ólafur Darri Ólafsson
Hans Conried
Harlan Hogan
Harold Peary
Harold Perrineau
Harp McGuire
Harrison Chad
Harrison Ford
Harry Dean Stanton
Harry E. Lang
Harry Foster Welch
Harry Goz
Harry Kramer
Harry S. Robins
Harry Shearer
Harry Stockwell
Harvey Fierstein
Harvey Guillén
Harvey Korman
Hayden Rolence
Herb Vigran
Herbert Sigüenza
Herschel Bernardi
Herschel Sparber
Ivan Bonar
Ivan Magrin-Chagnolleau
Izaac Wang
J. B. Smoove
J. G. Hertzler
J. G. Quintel
J. Grant Albrecht
J. K. Simmons
J. Lee
J. Michael Tatum
J. P. Manoux
JD McCrary
JP Karliak
Patrick Labyorteaux
Patrick Leahy
Patrick McGeehan
Patrick McHale
Patrick Moote
Patrick Page
Patrick Pinney
Patrick Seitz
Patrick Swayze
Patrick Thomas
Patrick Warburton
Patrick Wilson
Patton Oswalt
Paul Boocock
Paul Briggs
Paul Butcher
Paul Christie
Paul Dooley
Paul Eiding
Paul F. Tompkins
Paul Ford
Paul Frees
Paul Fusco
Paul Ganus
Paul Greenberg
Paul Herlinger
Paul Julian
Paul Kandel
Paul Lukather
Paul Lynde
Paul Marcarelli
Paul Marino
Paul Mercier
Paul Nakauchi
Paul Pape
Paul Reubens
Paul Rodriguez
Paul Roebling
Paul Rudd
Paul Rudish
Paul Rugg
Paul Schoeffler
Paul Schrier
Paul Sorvino
Paul St. Peter
Paul Stephen
Paul Walter Hauser
Paul Williams
Paul Winchell
Paul Winfield
Paul Wing
Pauly Shore
Perce Pearce
Pete Capella
Pete Docter
Pete Holmes
Pete Smith
Peter Bartlett
Peter Berkrot
Peter Boyle
Peter Browngardt
Peter Coyote
Peter Craig
Peter Dinklage
Peter Donat
Peter Emshwiller
Peter Falk
Peter Fernandez
Peter Fonda
Peter Jacobson
Peter Jason
Peter Jessop
Peter Leeds
Peter Lurie
Peter MacNicol
Peter Macon
Peter Mark Richman
Peter Marquardt
Peter Mayhew
Peter McRobbie
Peter Newman
Peter Onorati
Peter Renaday
Peter Robbins
Peter Scolari
Peter Sohn
Peter Spellos
Peter Strauss
Peter Thomas
Peter Vack
Peter von Gomm
Peyton Manning
Phil Baron
Phil Harper
Phil Harris
Phil Hartman
Phil Hendrie
Phil Johnston
Phil LaMarr
Phil Lollar
Phil Lord and Christopher Miller
Phil Morris
Phil Parsons
Phil Seuling
Phil Snyder
Phil Tonken
Phil Vischer
Philip Abbott
Philip Anthony-Rodriguez
Philip Bosco
Philip L. Clarke
Philip Nozuka
Philip Proctor
Philip Seymour Hoffman
Philip Shahbaz
Phill Lewis
Phillip Glasser
Phillip Van Dyke
Phillips Lord
Rainn Wilson
Ralph Bakshi
Ralph Garman
Ralph James
Ralph Votrian
Ralph Waite
Ralph Wright
Rami Malek
Randall Duk Kim
Randy Quaid
Randy Savage
Wayne Allwine
Wayne Brady
Wayne Federman
Wayne Grayson
Wayne Howell
Wayne Knight
Wellesley Wild
Liam O'Brien
Liev Schreiber
Marc Breaux
Marc Diraison
Marc Evan Jackson
Marc Handler
Marc Menchaca
Marc Singer
Marc Summers
Marc Thompson
Marc Weiner
Marc Wilmore
Marcelo Tubert
Marco Khan
Marcus Scribner
Marcus Toji
Nyasha Hatendi
Néstor Carbonell
Omar Benson Miller
Omarion
Oren Williams
Orion Pitts
Orlando Brown
Orlando Jones
Remy Le Boeuf
Reni Santoni
Reno Wilson
René Auberjonois
Reuben Langdon
Rip Taylor
Rip Torn
Rob Benedict
Rob Brown
Rob Corddry
Rob Delaney
Rob Dyrdek
Rob Huebel
Rob Lowe
Rob Mungle
Rob Paulsen
Rob Riggle
Rob Wiethoff
Rob Zombie
Robbie Daymond
Robbie Rist
Robby Benson
Robert Axelrod
Robert Belgrade
Robert C. Bruce
Robert Capron
Robert Clotworthy
Robert Costanzo
Robert Culp
Robert Curtis Brown
Robert David Hall
Robert De Niro
Robert DoQui
Robert Downey Jr.
Robert Easton
Robert Englund
Robert Foxworth
Robert Goulet
Robert Guillaume
Robert Hays
Robert Jayne
Robert John Burke
Robert Kelly
Robert L. Manahan
Robert Loggia
Robert Lorick
Robert Matney
Robert McCollum
Robert Morse
Robert O'Gorman
Robert O. Smith
Robert Patrick
Robert Pine
Robert Ridgely
Robert Schimmel
Robert Stack
Robert Stanton
Robert Towers
Robert V. Barron
Robert Vaughn
Robert Wagner
Robert Wisdom
Robert Wu
Robin Harris
Robin Williams
Xander Berkeley
Xander Mobus
Xolo Maridueña
Xzibit
Noah Munck
Noah Schnapp
Noel Blanc
Nolan North
Norbert Leo Butz
Nore Davis
Norm Crosby
Norman Alden
Norman Schwarzkopf Jr.
Obba Babatundé
Ogie Banks
Powers Boothe
Rex Allen
Rex Everhart
Ricco Fajardo
Rich Fulcher
Rich Gunning
Rich Hall
Rich Moore
Rich Sommer
Richard Bakalyan
Richard Bickenbach
Richard Cansino
Richard Dean Anderson
Richard Doyle
Richard Epcar
Richard Erdman
Richard Green
Richard Grieco
Romany Malco
Romeo Miller
Ron Feinberg
Ron Friedman
Ron Gans
Ron Glass
Ron Howard
Ron Leibman
Ron Lynch
Ron McLarty
Ron Palillo
Ron Perlman
Ron Pinkard
Ron Roy
Ron Smith
Ron Taylor
Ron Thompson
Ron White
Ron Yuan
Ronnie Schell
Rory Scovel
Roscoe Lee Browne
Rosearik Rikki Simons
Roshon Fegan
Ross Bagdasarian
Ross Bagdasarian Jr.
Ross Bagley
Ross Butler
Ross Malinger
Ross Marquand
Sab Shimono
Sahr Ngaujah
Sandy Becker
Sandy Kenyon
Santino Fontana
Terry Crews
Terry McGovern
Tex Avery
Tex Brashear
Thad Luckinbill
TheOdd1sOut
Tristan Rogers
Troy Baker
Tucker Albrizzi
Ulysses Cuadra
Unknown Hinson
Vernon Chatman
Vic Chao
Vic Mignogna
Vic Perrin
Vic Tayback
VoiceoverPete
W. Earl Brown
Waco O'Guin
Wade Williams
Walker Edmiston
Wallace Langham
Wallace Shawn
Wallace Wolodarsky
Wally Burr
Wally Cox
Wentworth Miller
Wes Harrison
Wes Johnson
Wesley Mann
Wesley Singerman
Westbrook Van Voorhis
