"Weird Al" Yankovic
Daniel Dae Kim
Daniel Davis
Daniel DeWeldon
Daniel Eric Gold
Daniel Escobar
Daniel Flaherty
Daniel Franzese
Daniel Goddard
Daniel Henney
Daniel Hirsh
Daniel J. Travanti
Daniel J. Watts
Daniel Keith
Daniel Logan
Daniel London
Daniel Newman
Daniel O'Brien
Daniel Roebuck
Daniel Stern
Daniel Tay
Daniel Tosh
Daniel Wu
Daniel Zovatto
Daniel von Bargen
Danny Aiello
Danny Burstein
Danny Comden
Danny DeVito
Danny Glover
Danny Goldman
Danny Goldring
Danny Huston
Danny Jacobs
Danny Masterson
Danny Mastrogiorgio
Danny McBride
Danny McNulty
Danny Nucci
Danny Pino
Danny Pintauro
Danny Pudi
Danny Ramirez
Danny Strong
Danny Tamberelli
Danny Trejo
Danny Vinson
Dante Basco
Dar Dash
Daran Norris
Darby Hinton
Darcelle XV
Daren Kagasoff
Darin Brooks
Darin De Paul
Darius McCrary
Dariush Kashani
Darrel Guilbeau
Darrell Britt-Gibson
Darrell Hammond
Darrell Russell
Darren Barnet
Darren Criss
Darren Dalton
Darren E. Burrows
Darrin Henson
Darryl Stephens
Daryl Mitchell
Daryl Sabara
Dash Mihok
Dave Annable
Dave Attell
Dave B. Mitchell
Dave Bautista
Dave Chappelle
Dave Coulier
Dave Fennoy
Dave Franco
Dave Holmes
Dave Madden
Dave Ruby
Dave Sheridan
Dave Willis
Daveed Diggs
Davi Santos
David A. Gregory
David A. R. White
David Aaron Baker
David Ackroyd
David Alan Basche
David Alan Smith
David Alford
David Anders
David Arnott
David Aron Damane
David Arquette
David Baddiel
David Banner
David Birney
David Bologna
David Boreanaz
David Burtka
David Call
David Canary
David Carradine
David Caruso
David Cassidy
David Castañeda
David Castro
David Chisum
David Clayton Rogers
David Clennon
David Coburn
David Conrad
David Corenswet
David Cross
David Dastmalchian
David DeLuise
David Dean Bottrell
David Del Rio
David Denman
David Duchovny
David Eigenberg
David Farkas
David Faustino
David Gallagher
David Garrison
David Giuntoli
David Harbour
David Haskell
David Hasselhoff
David Hayter
David Hedison
David Henrie
David Hess
David Hyde Pierce
David Joyner
David Koechner
David Krumholtz
David Lambert
David Lander
David Landsberg
David Lee McInnis
David Leisure
David Leitch
David Letterman
David Levi
David Lim
David Lodge
David Lowery
David Marciano
David Margulies
David Marshall Grant
David Matranga
David Mendenhall
David Menkin
David Meunier
David Morse
David Moscow
David Naughton
David Ogden Stiers
David Packer
David Pasquesi
David Paymer
David Pevsner
David Proval
David Purdham
David Ramsey
David Rasche
David Ruprecht
David Schramm
David Schwimmer
David Selby
David Soul
David Spade
David St. James
David Starzyk
David Strathairn
David Sullivan
David Thornton
David Tom
David Valcin
David Vincent
David W. Thompson
David Wachs
David Wain
David Wald
David Walton
David Warshofsky
David Wilson Barnes
David Wu
David Zayas
Davis Cleveland
Dax Shepard
Dayo Okeniyi
Dean Cain
Dean Jones
Dean Norris
Dean Stockwell
Dean Wendt
Dean Winters
Devin Ratray
Devon Terrell
Devon Werkheiser
Dick Beals
Dick Christie
Dick Gregory
Dick Van Dyke
Dick Van Patten
Diedrich Bader
Dillon Casey
Dillon Freasier
Dimitri Diatchenko
Dino Andrade
Dino Wells
Dion Basco
Dirk Blocker
Dustin Diamond
Dustin Hoffman
Dustin Nguyen
Dwayne Hickman
Dwayne Johnson
Dwayne Wayans
Dwier Brown
Dwight Henry
Dwight Schultz
Dwight Yoakam
Dylan Arnold
Dylan Baker
Dylan Bluestone
Dylan Bruno
Dylan Dauzat
Dylan Marron
Dylan McDermott
Dylan Minnette
Dylan O'Brien
Dylan Riley Snyder
Dylan Sprayberry
Dylan Sprouse
Dylan Walsh
Dylan and Cole Sprouse
Dyllón Burnside
E. J. Bonilla
E. Roger Mitchell
EJay Day
Earl Billings
Earl Boen
Earl Hindman
Earl Holliman
Earl Pastko
Earle Hyman
Earthquake
Ebon Moss-Bachrach
Echo Kellum
Ed Amatrudo
Ed Ames
Ed Asner
Ed Bassmaster
Ed Begley Jr.
Ed Forchion
Ed Grady
Ed Harris
Ed Helms
Ed Marinaro
Ed McMahon
Ed Metzger
Ed O'Neill
Ed O'Ross
Ed Quinn
Ed Setrakian
Eddie Alderson
Eddie Bracken
Eddie Cahill
Eddie Cibrian
Eddie Dee
Eddie Deezen
Eddie Frierson
Eddie Hassell
Eddie Ifft
Eddie Jemison
Eddie Kaye Thomas
Eddie McClintock
Eddie Mekka
Eddie Murphy
Eddie Pepitone
Eddie Rouse
Eddie Shin
Eddie Spears
Eddie Velez
Edi Gathegi
Edmund Entin
Edred Utomi
Eduardo Franco
Edward Albert
Edward Blatchford
Edward Burns
Edward Edwards
Edward Furlong
Edward Grover
Edward Herrmann
Edward Hibbert
Edward James Olmos
Edward Norton
Edward W. Hardy
Edwin Hodge
Efrem Zimbalist Jr.
Efren Ramirez
Eion Bailey
Ernest Lee Thomas
Ernie Hudson
Ernie Lively
Ernie Reyes Jr.
Ernie Sabella
Errol Sadler
Esai Morales
Ethan Cutkosky
Ethan Dizon
Ethan Embry
Ethan Hawke
Ethan Josh Lee
Ethan Peck
Ethan Rains
Ethan Sandler
Ethan Suplee
Eugene Byrd
Eugene C. Lee
Eugene Hütz
Eugene Lee
Eugene Lee Yang
Eugene Roche
Eugenio Derbez
Evan C. Kim
Evan Handler
Evan Helmuth
Evan Jones
Evan Jonigkeit
Evan Mock
Evan Parke
Evan Peters
Evan Roe
Evan Ross
Evan Todd
Everett McGill
Ezra Buzzington
Ezra Weisz
F. Murray Abraham
FaZe Rug
Faizon Love
Fin Argus
Finesse Mitchell
Finn Wittrock
Finneas O'Connell
Firdous Bamji
Fisher Stevens
Flea
Floyd Levine
Hudson Yang
Hugh Dane
Hugh Maguire
Hugh Wilson
Hulk Hogan
Hunter Carson
Hunter Parrish
Hunter Payton
Hutch Dano
Jaboukie Young-White
Jace Norman
Jack Alcott
Jack Angel
Jack Black
Jack Brunault
Jack Burns
Jack Coleman
Jack Conley
Jack Donner
Jack Dylan Grazer
Jack Falahee
Jack Gilpin
Jack Gore
Jack Griffo
Jack Grinnage
Jack Jones
Jack Kesy
Jack Kilmer
Jack Klugman
Jack Larson
Jack McBrayer
Jack McGee
Jack Messina
Jack Nicholson
Jack Noseworthy
Jack Palance
Jack Quaid
Jack Reynor
Jack Scalia
Jack Stehlin
Jack Wallace
Jackie Basehart
Jackie Earle Haley
Jackson Beck
Jackson Brundage
Jackson Davis
Jackson Hurst
Jackson Pace
Jackson Rathbone
Jackson Robert Scott
Jackson White
Jacob Artist
Jacob Batalon
Jacob Bertrand
Jacob Keohane
Jacob Kogan
Jacob Perez
Jacob Smith
Jacob Vargas
Jade Yorker
Jaden Smith
Jaeden Martell
Jai Rodriguez
Jaiden Kaine
Jaime P. Gomez
Jak Knight
Jake Abel
Jake Cannavale
Jake Cherry
Jake Choi
Jake Farrow
Jake Gyllenhaal
Jake Hoffman
Jake Hurwitz
Jake Johnson
Jake Lacy
Jake Lloyd
Jake McDorman
Jake McLaughlin
Jake Paltrow
Jake Richardson
Jake Sandvig
Jake Short
Jake T. Austin
Jake Thomas
Jake Weary
Jaleel White
Jalen Thomas Brooks
Jamal Mixon
James Adomian
James Allen McCune
James Arnold Taylor
James Arrington
James Avery
James Badge Dale
James Bentley
James Bethea
James Brolin
James C. Leary
James C. Mathis III
James Caan
James Carpinello
James Cawley
James Chen
James Coburn
James Colby
James Cromwell
James Deen
James Denton
James Duval
James Earl Jones
James Eckhouse
James Farentino
James Franco
James Gammon
James Gandolfini
James Garner
James Haven
James Hiroyuki Liao
James Hong
James Horan
James Jude Courtney
James Jurdi
James Karen
James Keach
James Keane
James Lafferty
James LeGros
James Lesure
James Lipton
Jansen Panettiere
Jared Breeze
Jared Campbell
Jared Cohn
Jared Gertner
Jared Gilman
Jared Leto
Jared Padalecki
Jared S. Gilmore
Jaron Marquis
Jarrett Maier
Jascha Washington
Jason-Shane Scott
Jason Alexander
Jason Bateman
Jason Beghe
Jason Behr
Jason Biggs
Jason Brooks
Jason Butler Harner
Jason Cerbone
Jason Danieley
Jason David Frank
Jason Davis
Jason Dohring
Jason Dolley
Jason Drucker
Jason Earles
Jason Faunt
Jason Gerhardt
Jason Gould
Jason Graae
Jason Gray-Stanford
Jason Hervey
Jason J. Lewis
Jason James Richter
Jason Lee
Jason Lewis
Jason London
Jason Mantzoukas
Jason Manuel Olazabal
Jason Marsden
Jason Mewes
Jason Momoa
Jason Narvy
Jason Patric
Jason Priestley
Jason R. Moore
Jason Ralph
Jason Ritter
Jason Robards
Jason Rogel
Jason Schwartzman
Jason Scott Lee
Jason Segel
Jason Spisak
Jason Sudeikis
Jason Weaver
Jason Willinger
Jason Zimbler
Jason Zumwalt
Javier Muñoz
Javon Walton
Jax Taylor
Jaxon Lee
Jay Armstrong Johnson
Jay Benedict
Jay Chandrasekhar
Jay Duplass
Jay Ellis
Jay Harrington
Jay Hayden
Jay Hernandez
Jay Huguley
Jay Johnston
Jay Lacopo
Jay Larson
Jay Leno
Jay Mohr
Jay O. Sanders
Jay Park
Jay Pharoah
Jay Pickett
Jay R
Jay R. Ferguson
Jay Scully
Jay Tarses
Jay Tavare
Jay Thomas
Jay Underwood
Jayson Blair
Jeremy Luke
Jeremy Piven
Jeremy Ray Taylor
Jeremy Ray Valdez
Jeremy Renner
Jeremy Rowley
Jeremy Shada
Jeremy Shamos
Jeremy Sisto
Jeremy Strong
Jeremy Suarez
Jeremy Sumpter
Jeremy Tardy
Jermaine Crawford
Jerod Mixon
Jerome Courtland
Jerrod Carmichael
Jerry Adler
Jerry Douglas
Jerry Hernandez
Jerry Jewell
Jerry Lacy
Jerry Levine
Jerry Lewis
Jerry Maren
Jerry Mathers
Jerry Messing
Jerry Minor
Jerry Orbach
Jerry Seinfeld
Jerry Springer
Jerry Tondo
Jerry Trainor
Jerry Van Dyke
Jerry verDorn
Jess Harnell
Jesse Borrego
Jesse Bradford
Jesse C. Boyd
Jesse Eisenberg
Jesse James
Jesse Johnson
Jesse Luken
Jesse McCartney
Jesse Metcalfe
Jesse Plemons
Jesse Tyler Ferguson
Jesse Ventura
Jesse Vint
Jesse Williams
Jessie T. Usher
Jesus Christ
Jet Jurgensmeyer
Jharrel Jerome
Jilon VanOver
Jim B. Baker
Jim Beaver
Jim Belushi
Jim Breuer
Jim Brown
Jim Byrnes
Jim Carrey
Jim Cashman
Jim Caviezel
Jim Conroy
Jim Cummings
Jim Cummings
Jim Doughan
Jim Florentine
Jim Ford
Jim French
Jim Gaffigan
Jim Meskimen
Jim Moody
Jim Norton
Jim Parrack
Jim Parsons
Jim Pirri
Jim Rash
Jim True-Frost
Jim Verraros
Jim Wise
Jimmi Simpson
Jimmie Fails
Jimmy Bennett
Jimmy Bridges
Jimmy Fallon
Jimmy Kimmel
Jimmy Pardo
Jimmy Pinchak
Jimmy Smits
Jimmy Tatro
Jimmy Wong
Joaquim de Almeida
Joaquin Phoenix
Joe Cappelletti
Joe Cipriano
Joe Conley
Joe Dallesandro
Joe DeRosa
Joe Dietl
Joe Don Baker
Joe E. Tata
Joe Flaherty
Joe Fleishaker
Joe Jonas
Joe Keery
Joe Lando
Joe Lara
Joe Lo Truglio
Joe Manganiello
Joe Mantegna
Joe Mantello
Joe Minoso
Joe Morton
Joe Namath
Joe O'Connor
Joe Pantoliano
Joe Pera
Joe Pesci
Joe Pichler
Joe Serafini
Joe Spano
Joe Swanberg
Joe Tippett
Joe Whyte
Joel Berti
Joel Blum
Joel Brooks
Joel Courtney
Joel David Moore
Joel Gretsch
Joel Grey
Joel Heyman
Joel Hodgson
Joel Kim Booster
Joel Kinnaman
Joel McDonald
Joel McHale
Joel Murray
Joel Perez
Joel Polis
Joel Rush
Ke Huy Quan
Keahu Kahuanui
Keaton Nigel Cooke
Keean Johnson
Keegan-Michael Key
Keegan Allen
Keegan de Lancie
Keidrich Sellati
Keir Dullea
Keir O'Donnell
Keisuke Hoashi
Keith A. Glascoe
Keith Allan
Keith Carradine
Keith Coogan
Keith David
Keith Ferguson
Keith Gordon
Keith Hamilton Cobb
Keith Loneker
Keith Nobbs
Keith Powell
Keith Robinson
Keith Silverstein
Keith Szarabajka
Kel Mitchell
Kellan Lutz
Kellen Goff
Kelly AuCoin
Kelly Blatz
Kelsey Grammer
Ken Baumann
Ken Howard
Ken Hudson Campbell
Ken Jenkins
Ken Jeong
Ken Kercheval
Ken Leung
Ken Marino
Ken Narasaki
Ken Sansom
Ken Swofford
Ken Thorley
Kenan Thompson
Kendall Schmidt
Kendrick Cross
Kendrick Sampson
Kene Holliday
Kenneth Choi
Kenneth Kimmins
Kenneth Mars
Kenneth Tigar
Kenny Johnson
Kenny Wormald
Kenric Green
Milo Gibson
Milo Manheim
Milo Ventimiglia
Miloš Forman
Milt Kogan
Ming Chen
Montana Jordan
Monte Markham
Monty Oum
Morgan Freeman
Morgan Spector
Morgan Weisser
Morocco Omari
Morris Chestnut
Mos Def
Moses J. Moseley
Moses Storm
Moshe Kasher
Pruitt Taylor Vince
Ptolemy Slocum
RJ Cyler
RJ Mitte
Raf Mauro
Rafael Casal
Raoul Trujillo
Raphael Bob-Waksberg
Raphael Luce
Raphael Sbarge
Rashaan Nall
Raviv Ullman
Raw Leiba
Ray Aranha
Ray Baker
Ray Buktenica
Ray Bumatai
Ray Chase
Ray Fisher
Ray J
Ray Liotta
Ray Nicholson
Ray Romano
Ray Wise
Raye Birk
Raymond Cruz
Raymond J. Barry
Raymond Ochoa
Raúl Castillo
Raúl Esparza
Sam Adams
Sam Anderson
Sam Behrens
Sam Coppola
Sam Daly
Sam Elliott
Sam Harris
Sam Huntington
Sam Jaeger
The Greg Wilson
The Koreatown Oddity
The Miz
Ty Burrell
Ty Granderson Jones
Ty Hodges
Ty Panitz
Ty Simpkins
Tye Sheridan
Tye White
Tylen Jacob Williams
Tyler, the Creator
Tyler Alvarez
Tyler Barnhardt
Tyler Blackburn
Tyler Collins
Tyler Crumley
Tyler Hilton
Tyler Hoechlin
Tyler Jacob Moore
Tyler James Williams
Tyler Neitzel
Tyler Oakley
Tyler Patrick Jones
Tyler Perry
Tyler Posey
Tyler Spindel
Tyler Young
Tyrese Gibson
Tyson Beckford
Tyson Sullivan
Tzi Ma
Cress Williams
Crispin Freeman
Crugie
Cuba Gooding Jr.
Cullen Douglas
Cullen Moss
Cung Le
Curran Walters
Curt Hansen
Curt Lowens
Curtis Armstrong
Curtis McClarin
Cutter Garcia
Kadeem Hardison
Kaiji Tang
Kaiwi Lyman-Mersereau
Kal Penn
Kali Muscle
LL Cool J
LaKeith Stanfield
LaMarcus Tinker
LaMonica Garrett
LaRoyce Hawkins
Langston Fishburne
Langston Kerman
Lanny Joon
Lara Teeter
Larenz Tate
Larry "Flash" Jenkins
Larry Block
Larry Brantley
Larry Cedar
Larry David
Larry Drake
Larry Gelman
Larry Hagman
Larry Hankin
Larry King
Larry Laverty
Larry Miller
Larry Pennell
Larry Pine
Larry Poindexter
Larry Saperstein
Larry Sellers
Larry Storch
Larry Sullivan
Larry Wilcox
Larry Wilmore
Lateef Crowder dos Santos
Lathan McKay
Lucas Adams
Lucas Black
Lucas Bryant
Lucas Cruikshank
Lucas Grabeel
Lucas Hedges
Lucas Jade Zumann
Lucas Steele
Lucas Till
Lucien Dodge
Lucio Fernandez
Lucky Yates
Ludacris
Luis Da Silva
MC Jin
Ma Dong-seok
Macaulay Culkin
Mandela Van Peebles
Mando Alvarado
Mandy Patinkin
Manny Montana
Manny Pérez
Marvin Kaplan
Marvin Merritt IV
Masi Oka
Mason Adams
Mason Cook
Mason Dye
Mason Gamble
Mason Gooding
Mason Lee
Massi Furlan
Owen Benjamin
Owen Daniels
Owen Joyner
Owen Wilson
Oz Perkins
P. J. Boudousqué
P. J. Byrne
Pablo Schreiber
Sendhil Ramamurthy
Ser'Darius Blain
Skeet Ulrich
Skip E. Lowe
Skip Stellrecht
Skylan Brooks
Skylar Astin
Skyler Gisondo
Timm Sharp
Timothy Bottoms
Timothy Britten Parker
Timothy Busfield
Timothy Carhart
Timothy Granaderos
Timothy Hutton
Timothy Nolen
Timothy Olyphant
Timothy Omundson
Timothy Simons
Timothy Woodward Jr.
Timothée Chalamet
Titus Welliver
Tituss Burgess
Tobey Maguire
Tobin Bell
Tobit Raphael
Toby Huss
Toby Onwumere
Toby Turner
Todd Bridges
Todd Fisher
Todd Grinnell
Todd Haberkorn
Todd Hanson
Todd Lowe
Todd Phillips
Todd Stashwick
Todd Susman
Todd Waring
Todd Williams
Todrick Hall
Tohoru Masamune
Wiley Wiggins
Wilford Brimley
Will.i.am
Will Arnett
Will Brittain
Will Chase
Will Estes
Will Ferrell
Will Forte
Will Friedle
Will Jordan
Will McCormack
Will McMillan
Will Pan
Will Peltz
Will Roland
Will Ropp
Will Rothhaar
Will Ryan
Will Smith
Will Swenson
Will Yun Lee
Willard E. Pugh
Willem Dafoe
William "Bill" Rice
William Atherton
William Baldwin
William Bassett
William Christian
William Daniels
William DeVizia
William Dennis Hunt
William Devane
William Fichtner
William Finley
William Frederick Knight
William G. Schilling
William H. Macy
William Hurt
William Katt
Wings Hauser
Winslow Fegley
Wiz Khalifa
Wood Harris
Greg Abbey
Greg Antonacci
Greg Ayres
Greg Burson
Greg Chun
Greg Eagles
Greg Germann
Greg Grunberg
Greg Hollimon
Greg Irwin
Greg Johnson
Greg Kinnear
Greg Lauren
Greg Mullavey
Greg Plitt
Greg Poehler
Greg Rikaart
Greg Serano
Greg Sestero
Greg Tarzan Davis
Greg Vaughan
Greg Watanabe
Gregg Berger
Gregg Edelman
Gregg Henry
Gregg Turkington
Gregory Alan Williams
Gregory Cahill
Gregory D. Gadson
Gregory Diaz IV
Gregory Harrison
Gregory Itzin
Gregory Peck
Gregory Sierra
Gregory Smith
Grey Damon
Grey Henson
Griff Furst
Griffin Dunne
Griffin Gluck
Griffin Newman
Gunnar Hansen
Gunner Wright
Gus Hoffman
Gus Sorola
Guy Branum
Guy Kent
Hal Holbrook
Hal Landon Jr.
Hal Linden
Hal Lublin
Hal Williams
Haley Joel Osment
Hamilton Camp
Hamish Linklater
Hank Azaria
Hank Chen
Hank Harris
Hannibal Buress
Holt McCallany
Hoon Lee
Horatio Sanz
Houston Tumlin
Howard Hesseman
Howard Morris
Howard Wang
Howie Dorough
Hrach Titizian
Hubbel Palmer
James Madio
James Marsden
James Marshall
James Marsters
James Maslow
James McCaffrey
James McDaniel
James Michael Tyler
James Mitchell
James Monroe Iglehart
James Naughton
James Newman
James Noble
James P. Connolly
James Patrick Stuart
James Paxton
James Pickens Jr.
James R. Black
James Ransone
James Rebhorn
James Remar
James Roday Rodriguez
James Russo
James Saito
James Scully
James Shigeta
James Sikking
James Snyder
James Spader
James Tolkan
James Urbaniak
James Van Der Beek
James Victor
James Waterston
James Whitmore
James Wilder
James Woods
James Yaegashi
Jamey Sheridan
Jamie Costa
Jamie Foxx
Jamie Gillis
Jamie Hector
Jamie Kaler
Jamie Kennedy
Jamie McGonnigal
Jamie McShane
Jamie Walters
Jamieson Price
Jamison Newlander
Jan-Michael Vincent
Jan Leighton
Jan Schweiterman
Jonathan Daly
Jonathan Del Arco
Jonathan Dickson
Jonathan Fahn
Jonathan Frakes
Jonathan Goldsmith
Jonathan Goldstein
Jonathan Groff
Jonathan Hadary
Jonathan Hogan
Jonathan Jackson
Jonathan Joss
Jonathan Judge-Russo
Jonathan Keltz
Jonathan Kite
Jonathan Lipnicki
Jonathan Lovitz
Jonathan Majors
Jonathan McDaniel
Jonathan Morgan Heit
Jonathan Roumie
Jonathan Sadowski
Jonathan Schmock
Jonathan Sherr
Jonathan Silverman
Jonathan Slavin
Jonathan Taylor Thomas
Jonathan Todd Ross
Jonathan Tucker
Jonathan Winters
Jonathan Yudis
Jonny Cruz
Jonny Weston
Jordan Belfi
Jordan Calloway
Jordan Charney
Jordan Donica
Jordan Klepper
Jordan Knight
Jordan Lund
Jordan Masterson
Jordan Nagai
Jordan Peele
Jordon Hodges
Jorge Garcia
Jorge Lendeborg Jr.
Jorma Taccone
Jose Llana
Jose Moreno Brooks
Jose Pablo Cantillo
Joseph Ashton
Joseph Bologna
Joseph Bottoms
Joseph C. Phillips
Joseph Campanella
Joseph Castanon
Joseph Cross
Joseph Culp
Joseph David-Jones
Joseph Gordon-Levitt
Joseph Haro
Joseph Mazzello
Joseph Pilato
Joseph R. Gannascoli
Joseph Ruskin
Joseph Sikora
Joseph Siravo
Joseph Sirola
Karl Yune
Karlous Miller
Katt Williams
Kay E. Kuter
Kiowa Gordon
Kip Niven
Kip Pardue
Kirk Acevedo
Kirk B. R. Woller
Kirk Baily
Kirk Cameron
Kirk Douglas
Kirk Taylor
Litefoot
Mr. Lawrence
Mr. T
Na-Kel Smith
Nadji Jeter
Naveen Andrews
Navid Negahban
Ne-Yo
Neal Bledsoe
Neal Huff
Rocky Carroll
Rod McCary
Rod Perry
Rod Rondeaux
Rod Steiger
Rodney Dangerfield
Rodney Kageyama
Rodney Rowland
Rodney Saulsberry
Roger Aaron Brown
Roger Bart
Roger Clark
Roger Craig Smith
Roger Cudney
Roger Guenveur Smith
Roger Hendricks Simon
Roger Howarth
Roger Huerta
Roger L. Jackson
Roger Perry
Roger Rose
Roger Yuan
Rohan Chand
Rolf Saxon
Rupert Hitzig
Russ Kingston
Russ Tamblyn
Russell Harvard
Russell Hornsby
Russell Means
Russell Wolfe
Russell Wong
Rusty Joiner
Ryan Ashton
Ryan Carnes
Ryan Coleman
Ryan Devlin
Ryan Dorsey
Ryan Dunn
Ryan Eggold
Ryan Guzman
Ryan Hansen
Ryan Hurst
Ryan Kelley
Ryan Lane
Ryan Lee
Ryan Malaty
Ryan Malgarini
Ryan McCartan
Ryan McDonald
Ryan McPartlin
Ryan Merriman
Ryan O'Donohue
Ryan O'Nan
Ryan O'Neal
Ryan O'Quinn
Ryan Paevey
Ryan Phillippe
Ryan Pinkston
Ryan Potter
Ryan Reynolds
Ryan Rottman
Ryan Seacrest
Ryan Serhant
Ryan Steele
Ryan Stiles
Ryan Wynott
Snoop Dogg
Ted Danson
Ted Kazanoff
Ted Levine
Ted Lewis
Ted McGinley
Ted Quinn
Ted Raimi
Ted Sharks
Ted Williams
Teddy Sears
Telly Leung
Thom Adcox-Hernandez
Thomas Dekker
Thomas F. Duffy
Thomas F. Wilson
Thomas G. Waites
Thomas Gibson
Thomas Haden Church
Thomas Hobson
Thomas Jane
Thomas Jefferson Byrd
Thomas Kopache
Thomas Mann
Thomas McDonell
Thomas Mills Wood
Thomas Sadoski
Uriah Shelton
Usher
Usman Ally
Utkarsh Ambudkar
Ólafur Darri Ólafsson
Željko Ivanek
Hans Bachmann
Hans Christopher
Harley Wallen
Harold Gould
Harold Perrineau
Harold Pruett
Harold Ramis
Harold Sylvester
Harris Yulin
Harrison Ford
Harrison Page
Harrison Young
Harry Connick Jr.
Harry Dean Stanton
Harry Ford
Harry Hamlin
Harry Lennix
Harry Shearer
Harry Shum Jr.
Hartley Sawyer
Harve Presnell
Harvey Evans
Harvey Fierstein
Harvey Guillén
Harvey Keitel
Harvey Korman
Hasan Minhaj
Hassan Johnson
Hawthorne James
Hayden Byerly
Hayden Rolence
Hayes MacArthur
Heath Freeman
Herb Bermann
Herbert Coward
Hill Harper
Ivan Sergei
Ivan Shaw
J. Anthony Brown
J. August Richards
J. B. Adams
J. B. Smoove
J. D. Evermore
J. D. Williams
J. G. Hertzler
J. Grant Albrecht
J. K. Simmons
J. Kenneth Campbell
J. Kristopher
J. Michael Tatum
J. P. Manoux
J. R. Ramirez
J. Teddy Garces
JC Caylen
JD Cullum
JD McCrary
JP Karliak
JR Lemon
Patrick Johnson
Patrick Labyorteaux
Patrick Leahy
Patrick Levis
Patrick McGaw
Patrick Moote
Patrick Muldoon
Patrick Page
Patrick Schwarzenegger
Patrick Seitz
Patrick St. Esprit
Patrick Swayze
Patrick Thomas
Patrick Thomas O'Brien
Patrick Tull
Patrick Van Horn
Patrick Warburton
Patrick Wilson
Patton Oswalt
Paul Adelstein
Paul Anka
Paul Ben-Victor
Paul Benedict
Paul Boocock
Paul Brittain
Paul Butcher
Paul Christie
Paul Dano
Paul Dooley
Paul Eiding
Paul F. Tompkins
Paul Fitzgerald
Paul Giamatti
Paul Gleason
Paul Greenberg
Paul Guilfoyle
Paul Gutrecht
Paul Herman
Paul Jenkins
Paul Johansson
Paul Kandel
Paul Kent
Paul Kersey
Paul L. Smith
Paul Lieber
Paul Lieberstein
Paul Marcarelli
Paul Mazursky
Paul McCrane
Paul Mercier
Paul Nakauchi
Paul Newman
Paul Pape
Paul Petersen
Paul Regina
Paul Reiser
Paul Rudd
Paul Rugg
Paul Ryan
Paul Sand
Paul Scheer
Paul Scherrer
Paul Schneider
Paul Schrier
Paul Schulze
Paul Sloan
Paul Sorvino
Paul Sparks
Paul St. Peter
Paul W. Downs
Paul Walker
Paul Walter Hauser
Paul Wesley
Paul Willson
Paul Zaloom
Pauly Shore
Pepe Serna
Pernell Roberts
Perri Pierre
Perry Anzilotti
Perry King
Perry Lang
Pete Davidson
Pete Holmes
Peter Barton
Peter Berg
Peter Bergman
Peter Billingsley
Peter Bogdanovich
Peter Bonerz
Peter Boyle
Peter Brown
Peter Coyote
Peter Craig
Peter DeLuise
Peter Dinklage
Peter Facinelli
Peter Falk
Peter Fonda
Peter Francis James
Peter Friedman
Peter Gallagher
Peter Gerety
Peter Graves
Peter Greene
Peter Grosz
Peter Haskell
Peter Hermann
Peter Hooten
Peter Jacobson
Peter Jason
Peter Jessop
Peter Krause
Peter Lurie
Peter MacNicol
Peter Mackenzie
Peter Macon
Peter Maloney
Peter Marc Jacobson
Peter Mark Richman
Peter Mayhew
Peter McRobbie
Peter Michael Goetz
Peter Onorati
Peter Renaday
Peter Riegert
Peter Sarsgaard
Peter Scanavino
Peter Scolari
Peter Shukoff
Peter Spears
Peter Strauss
Peter Tuiasosopo
Peter Vack
Peter Van Norden
Peter Weller
Peter Youngblood Hills
Peter von Gomm
Peyton Alex Smith
Peyton Manning
Peyton Meyer
Phil Fondacaro
Phil Hendrie
Phil LaMarr
Phil McGraw
Phil Morris
Phil Reeves
Phil Valentine
Philip Anthony-Rodriguez
Philip Baker Hall
Philip Bosco
Philip Charles MacKenzie
Philip L. Clarke
Philip Michael Thomas
Philip Moon
Philip Ng
Philip Nozuka
Philip Seymour Hoffman
Philip Winchester
Phill Lewis
Phillip Glasser
Phillip R. Allen
Rainn Wilson
Ralph Macchio
Ralph Peduto
Ralph Waite
Ramey Dawoud
Rami Malek
Ramon Estevez
Ramy Youssef
Ramón Rodríguez
Randall Batinkoff
Randall Carver
Randall Duk Kim
Randall Park
Randy J. Goodwin
Randy Quaid
Randy Spears
Wayne Allwine
Wayne Bastrup
Wayne Brady
Wayne Crawford
Wayne Dehart
Wayne Federman
Wayne Grayson
Wayne Heffley
Wayne Knight
Wayne Newton
Wayne Péré
Wayne Rogers
Liam O'Brien
Liev Schreiber
Lil' JJ
Lil Rel Howery
Lil Wayne
Lillo Brancato
Marc Alaimo
Marc Anthony
Marc Blucas
Marc Diraison
Marc Evan Jackson
Marc Lawrence
Marc Maron
Marc Menchaca
Marc Singer
Marc Thompson
Marc Wilmore
Marcel Ruiz
Marco Dapper
Marco Perella
Marco Sanchez
Marcus Carl Franklin
Marcus Chong
Marcus Henderson
Marcus Scribner
Marcus Toji
Nyambi Nyambi
Nyasha Hatendi
Néstor Carbonell
O'Shea Jackson Jr.
Omar Benson Miller
Omar Bolden
Omar Cook
Omar Dorsey
Omar Epps
Omar Gooding
Omar Maskati
Omar Regan
Omari Hardwick
Omarion
Omi Vaidya
Omid Abtahi
Omri Katz
Orion Pitts
Orlando Brown
Orlando Jones
Orson Bean
Palmer Williams Jr.
Paris Themmen
